,anio,eleccion,partido,pais,votos,censo
2247,2018,CmaraNegritudes,FUNDACINESPERANZAAFROESAFRO,PUERTORICO,1,1094
2248,2018,CmaraNegritudes,FUNDACINESPERANZAAFROESAFRO,REPUBLICADESINGAPUR,3,150
2249,2018,CmaraNegritudes,FUNDACINESPERANZAAFROESAFRO,SUIZA,1,382
2250,2018,CmaraNegritudes,FUNDACINESPERANZAAFROESAFRO,TAILANDIA,3,600
2251,2018,CmaraNegritudes,FUNDACINESPERANZAAFROESAFRO,VENEZUELA,8,69250
2252,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,ALEMANIA,1,600
2253,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,ARGENTINA,1,600
2254,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,AUSTRALIA,2,2389
2255,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,BRASIL,1,600
2256,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,CANADA,1,8365
2257,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,CHILE,3,600
2258,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,CHINAREPUBLICAPOPULAR,1,211
2259,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,CURAZAO,1,600
2260,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,ECUADOR,1,600
2261,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,ESPANA,7,20523
2262,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,ESTADOSUNIDOS,9,8034
2263,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,INGLATERRA,1,600
2264,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,PANAMA,3,12982
2265,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,PERU,1,600
2266,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,SUECIA,1,600
2267,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,SUIZA,1,1343
2268,2018,CmaraNegritudes,FUNDACINLABORARPORCOLOMBIAFUNDALABOR,VENEZUELA,10,69250
2269,2018,CmaraNegritudes,FUNDACINRENACERPARATODOS,ALEMANIA,1,600
2270,2018,CmaraNegritudes,FUNDACINRENACERPARATODOS,CHILE,1,4568
2271,2018,CmaraNegritudes,FUNDACINRENACERPARATODOS,ESPANA,3,20523
2272,2018,CmaraNegritudes,FUNDACINRENACERPARATODOS,NUEVAZELANDIA,1,487
2273,2018,CmaraNegritudes,FUNDACINRENACERPARATODOS,SUECIA,1,600
2274,2018,CmaraNegritudes,FUNDACINTNICADECOLOMBIAFUNETCOL,CHILE,1,600
2275,2018,CmaraNegritudes,FUNDACINTNICADECOLOMBIAFUNETCOL,ESTADOSUNIDOS,1,1239
2276,2018,CmaraNegritudes,FUNDACINTNICADECOLOMBIAFUNETCOL,REPUBLICADEFILIPINAS,2,600
2277,2018,CmaraNegritudes,FUNDACINTNICADECOLOMBIAFUNETCOL,SUECIA,1,600
2278,2018,CmaraNegritudes,FUNDACINTNICADECOLOMBIAFUNETCOL,VENEZUELA,1,69250
2279,2018,CmaraNegritudes,FUNDAFROCOLOMBIANALIBERALDEDESARROLLOSOCIALAFROCODES,COSTARICA,1,8171
2280,2018,CmaraNegritudes,FUNDAFROCOLOMBIANALIBERALDEDESARROLLOSOCIALAFROCODES,ESPANA,1,18702
2281,2018,CmaraNegritudes,FUNDAFROCOLOMBIANALIBERALDEDESARROLLOSOCIALAFROCODES,ESTADOSUNIDOS,2,8248
2282,2018,CmaraNegritudes,FUNDAFROCOLOMBIANALIBERALDEDESARROLLOSOCIALAFROCODES,VENEZUELA,4,69250
2283,2018,CmaraNegritudes,FUNDAFRODESCENDIENTEPROFESIONALDECORDOBAFUNAFROPECOR,ESPANA,4,20523
2284,2018,CmaraNegritudes,FUNDAFRODESCENDIENTEPROFESIONALDECORDOBAFUNAFROPECOR,VENEZUELA,5,27241
2285,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,CANADA,5,600
2286,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,ECUADOR,1,600
2287,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,ESPANA,2,20523
2288,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,ESTADOSUNIDOS,8,387
2289,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,JAPON,1,761
2290,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,MEXICO,1,706
2291,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,NICARAGUA,1,263
2292,2018,CmaraNegritudes,KUSUTOMAGENDECOKUMALUDELURUACO,VENEZUELA,3,69250
2293,2018,CmaraNegritudes,LOSPALENKES,CANADA,1,600
2294,2018,CmaraNegritudes,LOSPALENKES,ESPANA,3,20523
2295,2018,CmaraNegritudes,LOSPALENKES,ESTADOSUNIDOS,5,600
2296,2018,CmaraNegritudes,LOSPALENKES,INGLATERRA,1,11511
2297,2018,CmaraNegritudes,LOSPALENKES,ITALIA,1,3673
2298,2018,CmaraNegritudes,LOSPALENKES,RUSIA,1,449
2299,2018,CmaraNegritudes,LOSPALENKES,SUIZA,1,1343
2300,2018,CmaraNegritudes,LOSPALENKES,VENEZUELA,2,8030
2301,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ALEMANIA,1,600
2302,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ARGENTINA,1,8737
2303,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ARUBA,1,600
2304,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,AUSTRALIA,1,1038
2305,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,BRASIL,2,600
2306,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,CANADA,5,2841
2307,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,CHILE,2,1679
2308,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,CURAZAO,2,600
2309,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ECUADOR,9,600
2310,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ESPANA,19,20523
2311,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ESTADOSUNIDOS,52,8248
2312,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,FRANCIA,3,1947
2313,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,INGLATERRA,4,11511
2314,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,ITALIA,3,3673
2315,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,PANAMA,1,600
2316,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,PERU,1,600
2317,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,SUIZA,1,1343
2318,2018,CmaraNegritudes,MOVIMIENTOTODOSSOMOSCOLOMBIATSC,VENEZUELA,35,69250
2319,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,ARGENTINA,2,8737
2320,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,BRASIL,1,473
2321,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,CANADA,1,8365
2322,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,ECUADOR,1,1683
2323,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,ESPANA,1,18702
2324,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,ESTADOSUNIDOS,5,600
2325,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,INGLATERRA,1,600
2326,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,SUDAFRICA,1,600
2327,2018,CmaraNegritudes,ORGSOCIALDECOMUNIDADESNEGRASNELSONMANDELA,VENEZUELA,2,27241
2328,2018,CmaraNegritudes,SISEPUEDE,ARGENTINA,2,8737
2329,2018,CmaraNegritudes,SISEPUEDE,AUSTRALIA,1,1038
2330,2018,CmaraNegritudes,SISEPUEDE,CANADA,2,8365
2331,2018,CmaraNegritudes,SISEPUEDE,CHILE,2,1679
2332,2018,CmaraNegritudes,SISEPUEDE,ECUADOR,1,600
2333,2018,CmaraNegritudes,SISEPUEDE,ESPANA,1,18702
2334,2018,CmaraNegritudes,SISEPUEDE,ESTADOSUNIDOS,10,600
2335,2018,CmaraNegritudes,SISEPUEDE,INGLATERRA,3,11511
2336,2018,CmaraNegritudes,SISEPUEDE,ITALIA,2,2742
2337,2018,CmaraNegritudes,SISEPUEDE,MEXICO,1,5212
2338,2018,CmaraNegritudes,SISEPUEDE,NORUEGA,1,600
2339,2018,CmaraNegritudes,SISEPUEDE,URUGUAY,1,466
2340,2018,CmaraNegritudes,SISEPUEDE,VENEZUELA,8,69250
2341,2018,CmaraNegritudes,VOTOENBLANCO,ALEMANIA,2,600
2342,2018,CmaraNegritudes,VOTOENBLANCO,ARGENTINA,20,8737
2343,2018,CmaraNegritudes,VOTOENBLANCO,ARUBA,13,3460
2344,2018,CmaraNegritudes,VOTOENBLANCO,AUSTRALIA,17,2389
2345,2018,CmaraNegritudes,VOTOENBLANCO,AUSTRIA,2,748
2346,2018,CmaraNegritudes,VOTOENBLANCO,BELGICA,6,1976
2347,2018,CmaraNegritudes,VOTOENBLANCO,BOLIVIA,2,354
2348,2018,CmaraNegritudes,VOTOENBLANCO,BRASIL,9,172
2349,2018,CmaraNegritudes,VOTOENBLANCO,CANADA,67,2841
2350,2018,CmaraNegritudes,VOTOENBLANCO,CHILE,24,1679
2351,2018,CmaraNegritudes,VOTOENBLANCO,CHINAREPUBLICAPOPULAR,3,600
2352,2018,CmaraNegritudes,VOTOENBLANCO,COSTARICA,15,8171
2353,2018,CmaraNegritudes,VOTOENBLANCO,CUBA,1,273
2354,2018,CmaraNegritudes,VOTOENBLANCO,CURAZAO,3,1501
2355,2018,CmaraNegritudes,VOTOENBLANCO,ECUADOR,36,12126
2356,2018,CmaraNegritudes,VOTOENBLANCO,EGIPTO,1,600
2357,2018,CmaraNegritudes,VOTOENBLANCO,ELSALVADOR,1,600
2358,2018,CmaraNegritudes,VOTOENBLANCO,EMIRATOSARABESUNIDOS,3,600
2359,2018,CmaraNegritudes,VOTOENBLANCO,ESPANA,138,20523
2360,2018,CmaraNegritudes,VOTOENBLANCO,ESTADOSUNIDOS,253,8034
2361,2018,CmaraNegritudes,VOTOENBLANCO,FRANCIA,19,1947
2362,2018,CmaraNegritudes,VOTOENBLANCO,GRECIA,2,55
2363,2018,CmaraNegritudes,VOTOENBLANCO,HONDURAS,3,600
2364,2018,CmaraNegritudes,VOTOENBLANCO,INDONESIA,2,600
2365,2018,CmaraNegritudes,VOTOENBLANCO,INGLATERRA,30,11511
2366,2018,CmaraNegritudes,VOTOENBLANCO,ISRAEL,4,848
2367,2018,CmaraNegritudes,VOTOENBLANCO,ITALIA,14,3673
2368,2018,CmaraNegritudes,VOTOENBLANCO,JAPON,1,761
2369,2018,CmaraNegritudes,VOTOENBLANCO,MEXICO,18,5212
2370,2018,CmaraNegritudes,VOTOENBLANCO,NICARAGUA,1,600
2371,2018,CmaraNegritudes,VOTOENBLANCO,NUEVAZELANDIA,1,600
2372,2018,CmaraNegritudes,VOTOENBLANCO,PAISESBAJOS,3,600
2373,2018,CmaraNegritudes,VOTOENBLANCO,PANAMA,33,12982
2374,2018,CmaraNegritudes,VOTOENBLANCO,PARAGUAY,3,321
2375,2018,CmaraNegritudes,VOTOENBLANCO,PERU,12,3431
2376,2018,CmaraNegritudes,VOTOENBLANCO,POLONIA,2,137
2377,2018,CmaraNegritudes,VOTOENBLANCO,REPUBLICADOMINICANA,3,1912
2378,2018,CmaraNegritudes,VOTOENBLANCO,RUSIA,1,449
2379,2018,CmaraNegritudes,VOTOENBLANCO,SUECIA,4,1663
2380,2018,CmaraNegritudes,VOTOENBLANCO,SUIZA,16,2112
2381,2018,CmaraNegritudes,VOTOENBLANCO,URUGUAY,2,600
2382,2018,CmaraNegritudes,VOTOENBLANCO,VENEZUELA,36,69250
2383,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ALEMANIA,18,1469
2384,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ARGENTINA,57,8737
2385,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ARUBA,5,3460
2386,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,AUSTRALIA,45,2389
2387,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,AUSTRIA,1,600
2388,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,BELGICA,4,1976
2389,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,BRASIL,10,434
2390,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CANADA,63,2841
2391,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CHILE,29,1679
2392,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,COSTARICA,11,8171
2393,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CUBA,4,273
2394,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,CURAZAO,1,1501
2395,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ECUADOR,18,12126
2396,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ESPANA,127,20523
2397,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ESTADOSUNIDOS,189,1716
2398,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,FRANCIA,39,1947
2399,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,INGLATERRA,17,11511
2400,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ISRAEL,1,600
2401,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,ITALIA,13,67
2402,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,JAMAICA,1,171
2403,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,JAPON,4,761
2404,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,MEXICO,14,5212
2405,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,NORUEGA,1,600
2406,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PAISESBAJOS,6,1592
2407,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PANAMA,15,12982
2408,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PERU,3,3431
2409,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,POLONIA,3,600
2410,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PORTUGAL,3,453
2411,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,PUERTORICO,3,1094
2412,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,RUSIA,5,449
2413,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUDAFRICA,1,60
2414,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUECIA,4,1663
2415,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,SUIZA,10,2112
2416,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,TURQUIA,1,99
2417,2018,CmaraTerritorial,PARTIDOALIANZASOCIALINDEPENDIENTE,VENEZUELA,84,69250
2418,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ALEMANIA,404,1469
2419,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ARGENTINA,524,8737
2420,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ARUBA,33,3460
2421,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ARZERBAIYAN,5,17
2422,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRALIA,840,358
2423,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,AUSTRIA,95,748
2424,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BELGICA,158,1976
2425,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BELICE,6,27
2426,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BOLIVIA,22,431
2427,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,BRASIL,263,434
2428,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CANADA,1451,2841
2429,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CHILE,423,1679
2430,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CHINAREPUBLICAPOPULAR,56,211
2431,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CHIPRE,2,50
2432,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,COREADELSUR,18,135
2433,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,COSTARICA,166,8171
2434,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CUBA,11,273
2435,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,CURAZAO,16,1501
2436,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,DINAMARCA,24,119
2437,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ECUADOR,273,12126
2438,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,EGIPTO,10,140
2439,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ELSALVADOR,26,474
2440,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,EMIRATOSARABESUNIDOS,50,1157
2441,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ESPANA,1460,20523
2442,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ESTADOSUNIDOS,3695,8034
2443,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,FINLANDIA,28,156
2444,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,FRANCIA,721,1947
2445,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,GHANA,2,600
2446,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,GRECIA,2,55
2447,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,GUATEMALA,37,855
2448,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,HONDURAS,9,451
2449,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,INDIA,2,68
2450,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,INDONESIA,9,82
2451,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,INGLATERRA,506,11511
2452,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,IRLANDA,21,133
2453,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ISRAEL,22,848
2454,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,ITALIA,238,67
2455,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,JAMAICA,2,99
2456,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,JAPON,24,761
2457,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,KENIA,2,600
2458,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,LIBANO,4,600
2459,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,LUXEMBURGO,10,43
2460,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,MALASIA,5,100
2461,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,MARRUECOS,5,600
2462,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,MEXICO,417,5212
2463,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,NICARAGUA,7,263
2464,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,NORUEGA,33,194
2465,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,NUEVAZELANDIA,82,487
2466,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PAISESBAJOS,146,1592
2467,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PANAMA,227,12982
2468,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PARAGUAY,8,321
2469,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PERU,179,3431
2470,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,POLONIA,7,137
2471,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PORTUGAL,42,453
2472,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,PUERTORICO,27,1094
2473,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADEFILIPINAS,10,82
2474,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADESINGAPUR,20,150
2475,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICADOMINICANA,78,1912
2476,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,REPUBLICASOCIALISTADEVIETNAM,3,600
2477,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,RUSIA,21,449
2478,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,SUDAFRICA,16,141
2479,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,SUECIA,86,1663
2480,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,SUIZA,270,2112
2481,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,TAILANDIA,3,74
2482,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,TRINIDADYTOBAGO,8,171
2483,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,TURQUIA,10,50
2484,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,URUGUAY,31,466
2485,2018,CmaraTerritorial,PARTIDOALIANZAVERDE,VENEZUELA,1465,69250
2486,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ALEMANIA,9,1469
2487,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARGENTINA,64,8737
2488,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARUBA,27,3460
2489,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ARZERBAIYAN,1,600
2490,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,AUSTRALIA,32,2389
2491,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,AUSTRIA,9,748
2492,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BELGICA,8,1976
2493,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BELICE,4,27
2494,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BOLIVIA,13,600
2495,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,BRASIL,19,600
2496,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CANADA,126,2841
2497,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CHILE,125,1679
2498,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CHINAREPUBLICAPOPULAR,4,600
2499,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,COREADELSUR,3,135
2500,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,COSTARICA,32,8171
2501,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CUBA,2,273
2502,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,CURAZAO,5,1501
2503,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ECUADOR,104,12126
2504,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,EGIPTO,2,600
2505,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ELSALVADOR,1,474
2506,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,EMIRATOSARABESUNIDOS,9,1157
2507,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ESPANA,251,20523
2508,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ESTADOSUNIDOS,866,8034
2509,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,FINLANDIA,3,156
2510,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,FRANCIA,26,1947
2511,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,GUATEMALA,4,855
2512,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,HONDURAS,4,451
2513,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,INDONESIA,2,82
2514,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,INGLATERRA,48,11511
2515,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ISRAEL,3,848
2516,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,ITALIA,26,3673
2517,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,JAMAICA,2,171
2518,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,JAPON,4,761
2519,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,LIBANO,21,826
2520,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,LUXEMBURGO,1,43
2521,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,MALASIA,2,600
2522,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,MEXICO,63,5212
2523,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,NORUEGA,1,600
2524,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PAISESBAJOS,7,1592
2525,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PANAMA,84,12982
2526,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PARAGUAY,4,321
2527,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PERU,29,3431
2528,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PORTUGAL,2,600
2529,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,PUERTORICO,5,1094
2530,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADEFILIPINAS,1,600
2531,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADESINGAPUR,3,600
2532,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,REPUBLICADOMINICANA,7,1912
2533,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,RUSIA,1,449
2534,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,SUECIA,3,1663
2535,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,SUIZA,15,2112
2536,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,TRINIDADYTOBAGO,2,600
2537,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,TURQUIA,1,600
2538,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,URUGUAY,1,600
2539,2018,CmaraTerritorial,PARTIDOCAMBIORADICAL,VENEZUELA,701,69250
2540,2018,CmaraTerritorial,PARTIDOCENTRODEMOCRTICO,ALEMANIA,102,1469
